drug_trial_id,drug_name,drug_manufacturer,trial_phase,trial_results,trial_start_date,trial_end_date,trial_sample_size,dosage_mg,trial_location,missing_per_row
T2017,Ibuprofen,Pfizer,Phase III,Success,2020-11-25,2021-04-26,2637.0,67.55,Kisumu,0
T2018,Aspirin,Johnson & Johnson,,,2020-12-27,2021-01-20,60.0,466.94,Mombasa,2
T2019,Metformin,Roche,Phase III,Ongoing,2022-02-19,2022-04-14,2737.0,372.05,Kisumu,0
T2020,Paracetamol,Unknown,Phase II,,2022-01-03,2022-08-09,3225.0,61.54,Nairobi,2
T2021,Metformin,Johnson & Johnson,Phase II,Ongoing,2020-01-10,2020-02-09,1751.0,80.13,Kisumu,0
T2022,Aspirin,Novartis,Phase II,Ongoing,2021-07-06,2021-09-20,4298.0,180.74,Kisumu,0
T2023,Unknown,Pfizer,Phase III,,2023-08-18,2024-01-18,683.0,221.92,Kisumu,2
T2024,Metformin,Roche,Phase III,Ongoing,2022-01-14,2022-02-24,2403.0,355.52,Mombasa,0
T2025,Paracetamol,Johnson & Johnson,Phase I,Success,2023-09-02,2023-12-23,2652.0,410.65,Eldoret,0
T2026,Metformin,Novartis,Phase I,Ongoing,,2023-06-30,4729.0,393.15,Eldoret,1
T2027,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,,,1047.0,277.66,Kisumu,2
T2028,Ibuprofen,Pfizer,Phase III,Ongoing,2021-01-28,2021-02-25,4123.0,266.86,Mombasa,0
T2029,Unknown,Johnson & Johnson,Phase II,Success,2021-03-24,2021-07-15,-128.0,357.16,Nairobi,1
T2030,Metformin,Johnson & Johnson,Phase II,Ongoing,2020-07-07,2020-08-04,261.0,393.91,Unknown,1
T2031,Aspirin,Johnson & Johnson,,Success,2020-11-27,2020-12-01,948.0,476.65,Nairobi,1
T2032,Aspirin,Roche,Phase I,Failure,2021-01-04,2021-10-07,1286.0,120.13,Nairobi,0
T2033,Paracetamol,Pfizer,Phase I,Failure,2022-02-24,2022-05-23,1962.0,492.62,Nairobi,0
T2034,Paracetamol,Johnson & Johnson,,Failure,2020-11-09,2021-04-04,1494.0,292.4,Mombasa,1
T2035,Metformin,Johnson & Johnson,Phase III,Success,2022-11-29,2023-03-23,832.0,124.97,Mombasa,0
T2036,Ibuprofen,Novartis,Phase II,Failure,2020-03-14,,1873.0,151.7,Kisumu,1
T2037,Metformin,Roche,Phase III,Success,,2021-09-15,2788.0,329.35,Eldoret,2
T2038,Ibuprofen,Nan,Phase III,Ongoing,2020-08-02,,2650.0,432.41,Kisumu,1
T2039,Paracetamol,Johnson & Johnson,Phase III,Failure,2021-06-07,2021-04-12,,112.4,Eldoret,1
T2040,Metformin,Johnson & Johnson,Phase III,Failure,2022-10-05,2022-11-23,2711.0,258.72,Eldoret,0
T2041,Paracetamol,Pfizer,Phase I,Failure,2022-12-17,2023-04-11,3624.0,372.2,Eldoret,0
T2042,Metformin,Novartis,Phase I,,2022-09-14,2022-12-01,3308.0,422.45,Kisumu,1
T2043,Metformin,Johnson & Johnson,Phase III,Success,2020-10-21,2021-01-17,2071.0,150.99,Kisumu,0
T2044,Paracetamol,Johnson & Johnson,Phase II,Success,2020-12-30,2020-10-12,4240.0,75.47,Kisumu,0
T2045,Paracetamol,Novartis,,Success,2022-05-28,2022-10-25,3154.0,97.43,Mombasa,1
T2046,Ibuprofen,Pfizer,Phase II,Failure,2023-02-06,2023-04-04,,375.59,Kisumu,1
T2047,Ibuprofen,Roche,Phase II,Failure,2022-09-03,2022-06-04,2616.0,345.83,Mombasa,0
T2048,Aspirin,Pfizer,Phase I,Failure,2021-03-25,2021-04-26,771.0,104.43,Mombasa,0
T2049,Aspirin,Johnson & Johnson,Phase I,,2020-10-31,2021-03-22,-871.0,495.19,Eldoret,1
T2050,Ibuprofen,Unknown,Phase III,Success,2023-07-23,2023-12-29,,269.81,Mombasa,2
T2051,Paracetamol,Johnson & Johnson,Phase I,Failure,2021-05-29,2021-08-21,2465.0,140.4,Kisumu,0
T2052,Paracetamol,Pfizer,Phase III,Ongoing,2021-03-07,2021-08-04,732.0,192.61,Mombasa,0
T2053,Metformin,Pfizer,Phase I,Ongoing,2020-02-25,2020-08-08,531.0,357.02,Eldoret,0
T2054,Ibuprofen,Pfizer,Phase I,Failure,2021-01-30,2021-03-01,1362.0,394.67,Nairobi,0
T2055,Ibuprofen,Johnson & Johnson,Phase I,Ongoing,2022-08-12,2022-12-27,2581.0,246.85,Unknown,1
T2056,Paracetamol,Roche,Phase I,Success,2023-12-10,2023-12-09,1522.0,375.31,Eldoret,0
T2057,Unknown,Pfizer,Phase I,Failure,2022-08-18,2022-09-03,2891.0,238.05,Kisumu,1
T2058,Paracetamol,Roche,Phase II,Success,2020-11-19,2021-11-03,4922.0,475.8,Mombasa,0
T2059,Paracetamol,Novartis,,Success,2021-06-08,2021-12-30,,385.12,Nairobi,2
T2060,Unknown,Pfizer,Phase III,Failure,2021-03-01,2021-07-07,561.0,246.15,Mombasa,1
T2061,Paracetamol,Novartis,Phase III,Ongoing,2023-02-17,2023-03-23,3368.0,443.64,Kisumu,0
T2062,Aspirin,Novartis,Phase III,Success,2023-01-03,2023-06-03,2530.0,442.37,Unknown,1
T2063,Aspirin,Novartis,Phase I,Success,2020-05-23,2020-01-07,3486.0,123.76,Eldoret,0
T2064,Aspirin,Pfizer,Phase I,Failure,2022-11-11,2023-01-23,1516.0,250.88,Unknown,1
T2065,Ibuprofen,Novartis,Phase I,Failure,2023-03-06,2023-06-25,2345.0,425.08,Mombasa,0
T2066,Aspirin,Pfizer,Phase I,Failure,2022-06-29,,2397.0,,Nairobi,2
T2067,Metformin,Roche,Phase III,Ongoing,2021-01-14,2021-06-22,4199.0,133.55,Eldoret,0
T2068,Ibuprofen,Novartis,Phase I,Success,2020-11-08,2021-02-01,2981.0,96.48,Eldoret,0
T2069,Paracetamol,Roche,Phase II,Ongoing,2020-02-26,2020-08-15,238.0,,Kisumu,1
T2070,Aspirin,Roche,Phase I,Success,2022-12-10,2023-04-25,1464.0,202.7,Mombasa,0
T2071,Metformin,Roche,Phase I,Ongoing,2020-10-21,2020-09-11,,250.73,Nairobi,1
T2072,Metformin,Johnson & Johnson,Phase III,Success,2021-02-25,2021-08-28,2338.0,,Unknown,2
T2073,Paracetamol,Pfizer,Phase II,,2021-08-19,,2067.0,214.81,Eldoret,2
T2074,Paracetamol,Roche,Phase III,Failure,2020-08-19,2020-10-09,2954.0,342.66,Eldoret,0
T2075,Metformin,Roche,Phase III,Ongoing,2023-01-06,2023-06-15,2782.0,228.56,Mombasa,0
T2076,Ibuprofen,Novartis,Phase II,Failure,2023-02-23,2023-03-30,3861.0,,Kisumu,1
T2077,Ibuprofen,Pfizer,Phase II,Ongoing,2020-12-19,2021-05-11,1434.0,483.76,Mombasa,0
T2078,Aspirin,Novartis,Phase III,Ongoing,2023-06-26,2024-01-02,-2219.0,390.38,Nairobi,0
T2079,Aspirin,Roche,Phase II,Ongoing,2020-09-17,2020-01-12,,181.23,Eldoret,1
T2080,Metformin,Pfizer,Phase II,Success,2023-12-31,2024-06-24,4160.0,161.52,Mombasa,1
T2081,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,2021-12-07,2021-12-21,3405.0,432.99,Kisumu,0
T2082,Metformin,Johnson & Johnson,Phase III,Ongoing,2020-06-03,2020-04-27,2400.0,145.32,Kisumu,0
T2083,Metformin,Pfizer,Phase III,Failure,2022-06-27,2022-12-17,-551.0,148.72,Mombasa,0
T2084,Aspirin,Pfizer,Phase I,Ongoing,,2021-11-21,4461.0,261.17,Eldoret,1
T2085,Aspirin,Johnson & Johnson,Phase II,Ongoing,2022-03-24,2022-09-07,4751.0,263.52,Nairobi,0
T2086,Paracetamol,Novartis,Phase I,Success,2022-07-10,2023-04-07,4805.0,350.69,Mombasa,0
T2087,Aspirin,Novartis,Phase III,Ongoing,2023-11-19,2024-03-06,118.0,310.36,Kisumu,0
T2088,Ibuprofen,Novartis,Phase II,Failure,2023-12-27,2024-05-14,3251.0,363.46,Unknown,1
T2089,Metformin,Johnson & Johnson,Phase III,Ongoing,2021-02-01,2021-08-16,,141.98,Unknown,2
T2090,Paracetamol,Unknown,Phase III,Ongoing,2021-02-16,2021-07-02,1412.0,259.06,Nairobi,1
T2091,Metformin,Novartis,Phase II,Success,2021-10-22,2022-04-27,3073.0,400.27,Kisumu,0
T2092,Ibuprofen,Pfizer,,Success,2022-02-15,2022-01-06,161.0,87.82,Unknown,2
T2093,Metformin,Johnson & Johnson,Phase I,Failure,2021-06-05,2021-09-27,2262.0,402.38,Mombasa,0
T2094,Unknown,Pfizer,Phase I,Ongoing,2023-02-02,2023-04-28,4640.0,278.35,Nairobi,1
T2095,Paracetamol,Roche,Phase I,Ongoing,2020-12-19,2021-05-14,4861.0,181.71,Mombasa,0
T2096,Unknown,Johnson & Johnson,Phase I,Failure,2022-06-26,2023-01-10,1242.0,471.09,Kisumu,1
T2097,Metformin,Johnson & Johnson,Phase III,Failure,2021-02-26,2021-04-07,3935.0,161.76,Kisumu,0
T2098,Aspirin,Novartis,Phase I,Ongoing,2023-10-24,2024-03-23,3295.0,499.46,Nairobi,0
T2099,Unknown,Roche,Phase II,Ongoing,2022-10-04,2022-10-25,2191.0,102.95,Unknown,3
T2100,Metformin,Roche,Phase II,Success,2021-03-20,2021-08-25,586.0,101.26,Unknown,1
T2101,Aspirin,Roche,Phase I,Success,2021-08-25,2022-01-13,,437.22,Nairobi,1
T2102,Aspirin,Roche,Phase II,Success,2020-04-10,2020-11-15,1685.0,173.24,Kisumu,0
T2103,Ibuprofen,Johnson & Johnson,Phase I,,2022-06-14,2022-11-09,4177.0,438.74,Eldoret,2
T2104,Paracetamol,Johnson & Johnson,Phase II,Failure,,2022-07-27,,377.06,Unknown,3
T2105,Unknown,Roche,Phase III,,2021-08-25,2021-11-03,2429.0,236.13,Kisumu,2
T2106,Unknown,Roche,Phase I,Failure,,,4687.0,214.1,Kisumu,3
T2107,Metformin,Roche,Phase II,Success,2021-01-31,2021-04-22,4342.0,,Kisumu,1
T2108,Ibuprofen,Roche,Phase II,Failure,2023-01-11,2023-05-04,2135.0,117.62,Mombasa,0
T2109,Paracetamol,Roche,Phase II,Ongoing,2022-08-19,2023-01-31,2226.0,353.16,Mombasa,0
T2110,Paracetamol,Pfizer,Phase II,Ongoing,2023-09-18,2024-08-01,2912.0,339.07,Unknown,1
T2111,Ibuprofen,Pfizer,Phase II,Success,2023-03-02,2023-03-11,75.0,,Nairobi,1
T2112,Metformin,Novartis,Phase I,Failure,2021-05-04,2021-10-15,3276.0,302.81,Kisumu,0
T2113,Ibuprofen,Roche,Phase I,Failure,2020-01-28,2020-07-30,465.0,101.34,Nairobi,0
T2114,Aspirin,Johnson & Johnson,Phase III,Success,2021-11-06,2021-07-10,2177.0,67.73,Kisumu,0
T2115,Aspirin,Johnson & Johnson,Phase III,Ongoing,2024-01-02,2024-08-06,-4636.0,304.02,Eldoret,0
T2116,Ibuprofen,Roche,Phase I,Ongoing,2020-07-23,2020-10-22,540.0,227.28,Nairobi,0
T2117,Paracetamol,Novartis,Phase II,Success,2021-09-12,2022-03-13,4837.0,185.14,Nairobi,0
T2118,Ibuprofen,Novartis,Phase III,Ongoing,2024-01-09,2024-06-05,458.0,272.83,Eldoret,0
T2119,Paracetamol,Novartis,Phase II,Failure,2022-10-30,2023-02-13,1565.0,197.85,Kisumu,0
T2120,Ibuprofen,Johnson & Johnson,Phase III,Ongoing,2021-08-16,2022-01-22,1784.0,338.56,Nairobi,0
T2121,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2022-02-19,2022-07-13,1786.0,238.3,Eldoret,0
T2122,Aspirin,Unknown,Phase I,Failure,2022-05-04,2022-08-30,2046.0,231.86,Eldoret,1
T2123,Aspirin,Pfizer,,Success,2022-04-19,2022-08-19,3877.0,236.58,Kisumu,1
T2124,Ibuprofen,Novartis,Phase III,Ongoing,2020-07-07,2020-12-08,162.0,213.39,Kisumu,0
T2125,Aspirin,Pfizer,Phase III,Success,2023-04-28,2023-02-07,4143.0,261.5,Mombasa,0
T2126,Ibuprofen,Nan,Phase II,,2020-03-16,2020-05-18,2797.0,,Kisumu,2
T2127,Aspirin,Pfizer,Phase I,Failure,2023-03-25,2023-05-29,2855.0,318.78,Nairobi,0
T2128,Ibuprofen,Roche,Phase II,Ongoing,2022-07-15,2022-11-08,3082.0,484.39,Nairobi,0
T2129,Unknown,Pfizer,Phase II,Ongoing,2020-07-01,2020-05-02,2861.0,273.69,Eldoret,1
T2130,Metformin,Johnson & Johnson,Phase II,Failure,2023-05-14,2023-09-24,2609.0,143.79,Nairobi,0
T2131,Ibuprofen,Johnson & Johnson,Phase II,Failure,2021-02-24,2021-07-25,3065.0,406.12,Eldoret,0
T2132,Aspirin,Roche,Phase III,,2021-11-08,2021-10-26,3567.0,155.42,Mombasa,1
T2133,Metformin,Novartis,Phase III,,2023-10-12,2024-03-09,2017.0,241.97,Eldoret,1
T2134,nan,Novartis,Phase III,Success,2021-02-13,2021-07-20,1682.0,91.02,Kisumu,0
T2135,Aspirin,Roche,Phase III,Ongoing,2020-07-27,2020-10-04,,,Kisumu,2
T2136,Ibuprofen,Johnson & Johnson,Phase I,Failure,2022-04-12,2022-04-28,3366.0,281.37,Kisumu,0
T2137,Paracetamol,Roche,Phase III,Failure,2023-06-13,2023-12-21,1464.0,190.05,Mombasa,0
T2138,Aspirin,Johnson & Johnson,Phase II,Ongoing,2023-06-08,2023-09-11,4706.0,194.5,Eldoret,0
T2139,Metformin,Novartis,Phase III,Failure,2020-06-13,2020-07-07,4779.0,84.7,Nairobi,0
T2140,Metformin,Novartis,Phase I,Success,2023-02-01,2023-06-10,1137.0,478.12,Kisumu,0
T2141,Paracetamol,Novartis,Phase III,Success,2021-04-13,2021-10-20,3488.0,243.39,Mombasa,0
T2142,Paracetamol,Pfizer,Phase III,Ongoing,2022-03-26,2022-09-04,2150.0,101.86,Kisumu,0
T2143,Paracetamol,Johnson & Johnson,Phase I,Failure,2023-08-24,2024-01-28,,93.6,Eldoret,1
T2144,Paracetamol,Novartis,Phase I,Ongoing,2023-08-20,2023-10-18,2806.0,95.14,Mombasa,0
T2145,Metformin,Roche,Phase II,Failure,2022-05-05,2022-07-05,2343.0,129.74,Kisumu,0
T2146,Metformin,Johnson & Johnson,Phase III,Success,2020-10-17,2021-02-19,2486.0,152.48,Unknown,1
T2147,Paracetamol,Novartis,Phase III,Ongoing,2024-12-01,2024-05-05,3697.0,252.02,Nairobi,0
T2148,Paracetamol,Pfizer,Phase I,,2023-06-12,2023-12-07,1229.0,333.88,Unknown,2
T2149,Aspirin,Roche,Phase II,Failure,,2021-02-28,951.0,60.73,Mombasa,1
T2150,Paracetamol,Johnson & Johnson,Phase I,Ongoing,2022-11-12,2023-04-29,1313.0,294.25,Mombasa,0
T2151,Ibuprofen,Roche,Phase II,Success,2023-10-02,2023-03-19,,377.88,Mombasa,1
T2152,Aspirin,Roche,Phase I,Success,2020-04-21,2020-08-24,4269.0,256.95,Mombasa,0
T2153,Ibuprofen,Pfizer,Phase III,Success,2022-12-12,,2918.0,59.41,Eldoret,1
T2154,Ibuprofen,Roche,Phase III,Failure,2020-03-15,2020-06-15,1143.0,398.49,Eldoret,0
T2155,Ibuprofen,Johnson & Johnson,Phase I,Success,2021-09-28,2021-12-24,4235.0,73.96,Mombasa,0
T2156,Metformin,Johnson & Johnson,Phase II,Success,2023-07-12,2023-10-31,3221.0,414.3,Kisumu,0
T2157,Unknown,Novartis,Phase II,Failure,2020-07-06,2020-12-30,163.0,64.68,Kisumu,1
T2158,Aspirin,Unknown,Phase I,Failure,2020-01-20,2020-05-13,4015.0,173.64,Mombasa,1
T2159,Aspirin,Roche,,Ongoing,2022-04-24,2022-05-22,3544.0,486.44,Mombasa,1
T2160,Aspirin,Johnson & Johnson,Phase III,Ongoing,2022-02-13,2022-06-03,1236.0,77.33,Mombasa,0
T2161,Ibuprofen,Johnson & Johnson,Phase I,Failure,2022-11-26,2023-05-15,694.0,,Eldoret,1
T2162,Metformin,Novartis,Phase I,Ongoing,2023-10-03,2023-10-30,3539.0,353.46,Nairobi,0
T2163,Metformin,Novartis,Phase I,Success,,2020-11-20,3868.0,282.45,Unknown,2
T2164,Paracetamol,Johnson & Johnson,Phase III,Failure,2023-11-11,2024-11-01,4314.0,217.78,Nairobi,0
T2165,Paracetamol,Pfizer,Phase I,Ongoing,2021-01-27,2021-08-07,2508.0,214.12,Nairobi,0
T2166,Paracetamol,Roche,Phase I,Failure,2024-01-24,2024-03-16,,317.6,Nairobi,1
T2167,Ibuprofen,Johnson & Johnson,Phase I,Failure,2021-03-10,,1455.0,214.72,Kisumu,1
T2168,Metformin,Nan,Phase I,Failure,2023-01-08,2023-03-11,,440.68,Kisumu,2
T2169,Aspirin,Novartis,Phase III,,2020-07-24,2021-01-31,,,Eldoret,3
T2170,Ibuprofen,Roche,Phase III,Failure,2022-05-18,,,224.96,Mombasa,2
T2171,Paracetamol,Johnson & Johnson,Phase III,Ongoing,2021-08-02,2021-11-06,-3704.0,365.9,Nairobi,0
T2172,Metformin,Pfizer,Phase III,Success,2022-05-12,2023-03-30,2886.0,409.78,Eldoret,0
T2173,Metformin,Roche,Phase I,Success,2022-04-05,2022-05-01,3952.0,358.04,Mombasa,0
T2174,Ibuprofen,Unknown,Phase III,Failure,2022-06-03,2022-06-15,3207.0,,Mombasa,2
T2175,Paracetamol,Johnson & Johnson,Phase II,Failure,2022-06-26,2022-12-16,,138.97,Eldoret,1
T2176,Aspirin,Novartis,Phase II,Failure,2022-12-27,2023-01-23,-3278.0,251.4,Mombasa,0
T2177,Ibuprofen,Johnson & Johnson,Phase II,Failure,2022-09-19,2023-01-10,3945.0,472.92,Mombasa,0
T2178,Metformin,Pfizer,Phase III,Failure,2020-10-02,2021-05-02,4115.0,404.51,Mombasa,0
T2179,Ibuprofen,Roche,Phase I,Ongoing,2021-07-21,2021-11-11,-4559.0,480.34,Kisumu,0
T2180,Ibuprofen,Johnson & Johnson,Phase III,Success,2021-01-31,2021-04-15,2655.0,321.72,Mombasa,0
T2181,Paracetamol,Novartis,Phase II,Success,2022-12-01,2022-06-26,416.0,,Mombasa,1
T2182,Paracetamol,Roche,Phase I,Failure,2022-04-03,2022-03-18,3761.0,61.06,Kisumu,0
T2183,Paracetamol,Unknown,Phase II,Success,2021-06-30,2021-11-14,369.0,371.41,Kisumu,1
T2184,Unknown,Novartis,Phase I,Success,2020-08-14,2021-02-22,4560.0,51.93,Nairobi,1
T2185,Metformin,Pfizer,,Ongoing,2020-02-21,2020-07-20,-178.0,66.08,Mombasa,1
T2186,Ibuprofen,Pfizer,Phase I,Ongoing,2022-10-25,2023-03-29,,496.7,Mombasa,1
T2187,Metformin,Novartis,Phase III,Failure,2022-08-14,2022-12-10,463.0,345.4,Kisumu,0
T2188,Aspirin,Pfizer,Phase II,Success,2022-05-18,2022-05-31,2829.0,,Eldoret,1
T2189,Metformin,Pfizer,Phase II,Ongoing,2020-11-03,,3453.0,130.38,Kisumu,1
T2190,Ibuprofen,Roche,Phase III,Success,2021-12-07,2021-02-10,,363.42,Mombasa,2
T2191,Ibuprofen,Johnson & Johnson,Phase II,Ongoing,2020-05-08,2020-11-13,3697.0,,Eldoret,1
T2192,Metformin,Pfizer,Phase III,Failure,,2020-08-06,1641.0,116.85,Kisumu,1
T2193,Paracetamol,Pfizer,Phase II,Ongoing,2021-06-21,2021-09-25,2319.0,494.36,Eldoret,0
T1235,Metformin,Johnson & Johnson,,Success,2022-07-22,2022-10-25,1866.0,300.86,Eldoret,1
T2195,Paracetamol,Novartis,Phase II,Success,2020-09-23,2020-12-02,2493.0,361.31,Eldoret,0
T2196,Aspirin,Pfizer,Phase II,Ongoing,2020-06-07,2020-08-24,4446.0,329.63,Kisumu,0
T2197,Ibuprofen,Novartis,Phase I,Success,2020-11-09,2021-03-15,4777.0,120.31,Mombasa,0
T2198,Ibuprofen,Novartis,Phase II,Ongoing,2020-06-18,2020-11-18,3128.0,258.88,Kisumu,0
T2199,Ibuprofen,Roche,Phase I,Success,2021-10-14,2021-12-21,2417.0,176.93,Nairobi,0
